status,device_id,location,machine,product,category,transaction,transdate,type,rcoil,rprice,rqty,mcoil,mprice,mqty,linetotal,transtotal,prcd_date
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Miss Vickie's Potato Chip - Sea Salt Original,Food,15245686659,2022-06-13,Cash,112,1.5,1,112,1.5,1,1.5,1.5,2022-06-13
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15245726856,2022-06-13,Cash,142,1.5,1,142,1.5,1,1.5,1.5,2022-06-13
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - Kettle Corn,Food,15245732734,2022-06-13,Cash,110,1.5,1,110,1.5,1,1.5,1.5,2022-06-13
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Oreo Single Server 6 ct,Food,15245741146,2022-06-13,Cash,138,2.0,1,138,2.0,1,2.0,2.0,2022-06-13
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Takis - Hot Chilli Pepper & Lime,Food,15245748996,2022-06-13,Cash,121,1.5,1,121,1.5,1,1.5,1.5,2022-06-13
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Lenny & Larrys - Chocolate Chip,Food,15245764223,2022-06-13,Cash,158,2.0,1,158,2.0,1,2.0,2.0,2022-06-13
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Bai Antioxidant - Tanzania Lemon Super Tea,Non Carbonated,15245848641,2022-06-13,Credit,145,2.75,1,145,2.75,1,2.75,2.75,2022-06-13
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,15245997066,2022-06-13,Cash,146,3.0,1,146,3.0,1,3.0,3.0,2022-06-13
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Poland Springs Water,Water,15246040429,2022-06-13,Credit,144,1.5,1,144,1.5,1,1.5,1.5,2022-06-13
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Carbonated,15246045926,2022-06-13,Credit,148,3.0,1,148,3.0,1,3.0,3.0,2022-06-13
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Oreo Single Server 6 ct,Food,15246069755,2022-06-13,Cash,138,2.0,1,138,2.0,1,2.0,2.0,2022-06-13
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Oreo Single Server 6 ct,Food,15246095248,2022-06-13,Cash,138,2.0,1,138,2.0,1,2.0,2.0,2022-06-13
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Miss Vickie's Potato Chip - Sea Salt & Vinega,Food,15246172890,2022-06-13,Credit,113,1.5,1,113,1.5,1,1.5,1.5,2022-06-13
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Spindrift - Sparkling Water  Lime,Carbonated,15246219168,2022-06-13,Credit,141,1.5,1,141,1.5,1,1.5,1.5,2022-06-13
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,15246383739,2022-06-13,Cash,144,1.5,1,144,1.5,1,1.5,1.5,2022-06-13
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Pop Corners - Spicy Queso,Food,15246400271,2022-06-13,Cash,111,1.5,1,111,1.5,1,1.5,1.5,2022-06-13
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Snapple Diet Tea - Peach Tea,Non Carbonated,15246417777,2022-06-13,Cash,143,2.5,1,143,2.5,1,2.5,2.5,2022-06-13
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Takis - Hot Chilli Pepper & Lime,Food,15246413262,2022-06-13,Cash,124,1.5,1,124,1.5,1,1.5,1.5,2022-06-13
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Takis - Hot Chilli Pepper & Lime,Food,15246417213,2022-06-13,Cash,124,1.5,1,124,1.5,1,1.5,1.5,2022-06-13
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Takis - Hot Chilli Pepper & Lime,Food,15246419684,2022-06-13,Cash,124,1.5,1,124,1.5,1,1.5,1.5,2022-06-13
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Takis - Hot Chilli Pepper & Lime,Food,15246422203,2022-06-13,Cash,124,1.5,1,124,1.5,1,1.5,1.5,2022-06-13
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snapple Diet Tea - Lemon,Non Carbonated,15246478809,2022-06-13,Cash,143,2.5,1,143,2.5,1,2.5,2.5,2022-06-13
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15246535567,2022-06-13,Cash,142,1.5,1,142,1.5,1,1.5,1.5,2022-06-13
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,15246787621,2022-06-13,Cash,140,1.5,1,140,1.5,1,1.5,1.5,2022-06-13
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,15246788661,2022-06-13,Cash,141,1.5,1,141,1.5,1,1.5,1.5,2022-06-13
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Lays - Classic,Food,15247269515,2022-06-13,Credit,123,1.5,1,123,1.5,1,1.5,1.5,2022-06-13
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Blueberry,Food,15247279214,2022-06-13,Cash,132,1.5,1,132,1.5,1,1.5,1.5,2022-06-13
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15249143264,2022-06-14,Credit,142,1.5,1,142,1.5,1,1.5,1.5,2022-06-14
Processed,VJ300320692,EB Public Library,EB Public Library x1380,CheezIt - Original,Food,15249269737,2022-06-14,Cash,124,1.25,1,124,1.25,1,1.25,1.25,2022-06-14
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Oreo Single Server 6 ct,Food,15249281771,2022-06-14,Cash,138,2.0,1,138,2.0,1,2.0,2.0,2022-06-14
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Salsa,Food,15249506651,2022-06-14,Cash,111,1.5,1,111,1.5,1,1.5,1.5,2022-06-14
Processed,VJ300320692,EB Public Library,EB Public Library x1380,CheezIt - Double Cheese,Food,15250284861,2022-06-14,Cash,123,1.25,1,123,1.25,1,1.25,1.25,2022-06-14
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,15250545889,2022-06-14,Cash,146,3.0,1,146,3.0,1,3.0,3.0,2022-06-14
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,15250555535,2022-06-14,Cash,132,2.0,1,132,2.0,1,2.0,2.0,2022-06-14
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,15250651558,2022-06-14,Cash,146,3.0,1,146,3.0,1,3.0,3.0,2022-06-14
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Oreo Single Server 6 ct,Food,15250674372,2022-06-14,Credit,138,2.0,1,138,2.0,1,2.0,2.0,2022-06-14
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Goldfish Baked - Cheddar,Food,15250691155,2022-06-14,Cash,122,1.25,1,122,1.25,1,1.25,1.25,2022-06-14
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,15250798217,2022-06-14,Cash,146,3.0,1,146,3.0,1,3.0,3.0,2022-06-14
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Takis - Hot Chilli Pepper & Lime,Food,15250898447,2022-06-14,Credit,121,1.5,1,121,1.5,1,1.5,1.5,2022-06-14
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Takis - Hot Chilli Pepper & Lime,Food,15251257380,2022-06-14,Cash,121,1.5,1,121,1.5,1,1.5,1.5,2022-06-14
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Takis - Hot Chilli Pepper & Lime,Food,15251262028,2022-06-14,Cash,121,1.5,1,121,1.5,1,1.5,1.5,2022-06-14
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Lays - Classic,Food,15251318308,2022-06-14,Credit,123,1.5,1,123,1.5,1,1.5,1.5,2022-06-14
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Carbonated,15251339925,2022-06-14,Credit,148,3.0,1,148,3.0,1,3.0,3.0,2022-06-14
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - Sea Salt,Food,15251363370,2022-06-14,Cash,111,1.5,1,111,1.5,1,1.5,1.5,2022-06-14
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Takis - Hot Chilli Pepper & Lime,Food,15251496823,2022-06-14,Cash,121,1.5,1,121,1.5,1,1.5,1.5,2022-06-14
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Takis - Hot Chilli Pepper & Lime,Food,15251497803,2022-06-14,Cash,121,1.5,1,121,1.5,1,1.5,1.5,2022-06-14
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Takis - Hot Chilli Pepper & Lime,Food,15251498771,2022-06-14,Cash,121,1.5,1,121,1.5,1,1.5,1.5,2022-06-14
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - Sea Salt,Food,15251691698,2022-06-14,Cash,111,1.5,1,111,1.5,1,1.5,1.5,2022-06-14
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Miss Vickie's Potato Chip - Sea Salt Original,Food,15251694629,2022-06-14,Cash,112,1.5,1,112,1.5,1,1.5,1.5,2022-06-14
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Mini Chips Ahoy - Go Paks,Unknown,15251824930,2022-06-14,Cash,151,4.0,1,151,4.0,1,4.0,4.0,2022-06-14
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Coffee,Unknown,15251859458,2022-06-14,Cash,146,3.5,1,146,3.5,1,3.5,3.5,2022-06-14
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,15252283719,2022-06-14,Cash,140,1.5,1,140,1.5,1,1.5,1.5,2022-06-14
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Doritos Spicy Nacho,Unknown,15252458930,2022-06-14,Cash,113,1.5,1,113,1.5,1,1.5,1.5,2022-06-14
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,15252665318,2022-06-14,Cash,141,1.5,1,141,1.5,1,1.5,1.5,2022-06-14
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,15252664971,2022-06-14,Cash,142,1.5,1,142,1.5,1,1.5,1.5,2022-06-14
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Doritos Spicy Nacho,Unknown,15252665470,2022-06-14,Cash,113,1.5,1,113,1.5,1,1.5,1.5,2022-06-14
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Doritos Spicy Nacho,Unknown,15252665556,2022-06-14,Cash,113,1.5,1,113,1.5,1,1.5,1.5,2022-06-14
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Munchies Snack mix Flaming Hot,Food,15252665279,2022-06-14,Cash,121,2.0,1,121,2.0,1,2.0,2.0,2022-06-14
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,15253070508,2022-06-15,Cash,144,3.0,1,144,3.0,1,3.0,3.0,2022-06-15
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos Flaming Hot Limon Crunchy,Food,15253072087,2022-06-15,Cash,112,2.0,1,112,2.0,1,2.0,2.0,2022-06-15
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,15253146723,2022-06-15,Credit,148,3.5,1,148,3.5,1,3.5,3.5,2022-06-15
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,15253810592,2022-06-15,Credit,141,1.5,1,141,1.5,1,1.5,1.5,2022-06-15
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Pop Corners - Sea Salt,Food,15253942919,2022-06-15,Credit,114,1.5,1,114,1.5,1,1.5,1.5,2022-06-15
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Doritos Spicy Nacho,Unknown,15254126802,2022-06-15,Credit,113,1.5,2,113,1.5,2,3.0,5.5,2022-06-15
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,15254126802,2022-06-15,Credit,138,2.5,1,138,2.5,1,2.5,5.5,2022-06-15
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Salsa,Food,15254443642,2022-06-15,Cash,111,1.5,1,111,1.5,1,1.5,1.5,2022-06-15
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Miss Vickie's Potato Chip - Jalapeno,Food,15254478029,2022-06-15,Cash,113,1.5,1,113,1.5,1,1.5,1.5,2022-06-15
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Poland Springs Water,Water,15254605897,2022-06-15,Credit,144,1.5,1,144,1.5,1,1.5,1.5,2022-06-15
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Coffee,Unknown,15254772860,2022-06-15,Credit,146,3.5,1,146,3.5,1,3.5,3.5,2022-06-15
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,15254854140,2022-06-15,Cash,143,2.0,1,143,2.0,1,2.0,2.0,2022-06-15
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15254867886,2022-06-15,Cash,142,1.5,1,142,1.5,1,1.5,1.5,2022-06-15
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,15255052810,2022-06-15,Cash,136,2.5,1,136,2.5,1,2.5,2.5,2022-06-15
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,15255054116,2022-06-15,Cash,134,2.5,1,134,2.5,1,2.5,2.5,2022-06-15
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snyder's of Hanover Pretzel Pieces - Cheddar,Food,15255164210,2022-06-15,Credit,114,2.0,1,114,2.0,1,2.0,5.5,2022-06-15
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Coffee,Unknown,15255164210,2022-06-15,Credit,146,3.5,1,146,3.5,1,3.5,5.5,2022-06-15
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - Kettle Corn,Food,15255169788,2022-06-15,Credit,110,1.5,1,110,1.5,1,1.5,1.5,2022-06-15
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Coffee,Unknown,15255194889,2022-06-15,Credit,146,3.5,1,146,3.5,1,3.5,3.5,2022-06-15
Processed,VJ300320692,EB Public Library,EB Public Library x1380,CheezIt - Double Cheese,Food,15255206670,2022-06-15,Credit,123,1.25,1,123,1.25,1,1.25,1.25,2022-06-15
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Coffee,Unknown,15255207161,2022-06-15,Credit,146,3.5,1,146,3.5,1,3.5,3.5,2022-06-15
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Poland Springs Water,Water,15255215489,2022-06-15,Cash,144,1.5,1,144,1.5,1,1.5,1.5,2022-06-15
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Wonderful Pistachios - Variety,Food,15255249052,2022-06-15,Credit,134,2.0,1,134,2.0,1,2.0,2.0,2022-06-15
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snyder's of Hanover Pretzel Pieces - Cheddar,Food,15255256654,2022-06-15,Credit,114,2.0,1,114,2.0,1,2.0,2.0,2022-06-15
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Kinder - Bueno - Crispy Creamy Chocolate,Food,15255401804,2022-06-15,Credit,135,2.0,1,135,2.0,1,2.0,3.5,2022-06-15
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Miss Vickie's Potato Chip - Lime & Cracked Pe,Food,15255401804,2022-06-15,Credit,110,1.5,1,110,1.5,1,1.5,3.5,2022-06-15
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - Kettle Corn,Food,15255534024,2022-06-15,Cash,110,1.5,1,110,1.5,1,1.5,1.5,2022-06-15
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,15255787029,2022-06-15,Cash,132,2.0,1,132,2.0,1,2.0,2.0,2022-06-15
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,15255799399,2022-06-15,Cash,132,2.0,1,132,2.0,1,2.0,2.0,2022-06-15
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,15255966773,2022-06-15,Cash,148,3.5,1,148,3.5,1,3.5,3.5,2022-06-15
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,15255967211,2022-06-15,Cash,141,1.5,1,141,1.5,1,1.5,1.5,2022-06-15
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Goldfish Baked - Cheddar,Food,15256336500,2022-06-15,Credit,122,1.25,1,122,1.25,1,1.25,1.25,2022-06-15
Processed,VJ300320692,EB Public Library,EB Public Library x1380,CheezIt - Original,Food,15256340152,2022-06-15,Credit,124,1.25,1,124,1.25,1,1.25,1.25,2022-06-15
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,15256440200,2022-06-15,Cash,142,1.5,1,142,1.5,1,1.5,1.5,2022-06-15
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos Flaming Hot Limon Crunchy,Food,15256513358,2022-06-15,Cash,112,2.0,1,112,2.0,1,2.0,2.0,2022-06-15
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Carbonated,15256618088,2022-06-15,Cash,148,3.0,1,148,3.0,1,3.0,3.0,2022-06-15
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Oreo Single Server 6 ct,Food,15256627316,2022-06-15,Cash,138,2.0,1,138,2.0,1,2.0,2.0,2022-06-15
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Oreo Single Server 6 ct,Food,15256819324,2022-06-15,Credit,138,2.0,1,138,2.0,1,2.0,2.0,2022-06-15
Processed,VJ300320692,EB Public Library,EB Public Library x1380,CheezIt - Go Paks,Food,15256822396,2022-06-15,Credit,150,3.0,1,150,3.0,1,3.0,3.0,2022-06-15
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Oreo Single Server 6 ct,Food,15256825574,2022-06-15,Credit,138,2.0,1,138,2.0,1,2.0,2.0,2022-06-15
Processed,VJ300320692,EB Public Library,EB Public Library x1380,CheezIt - Original,Food,15256829791,2022-06-15,Credit,124,1.25,1,124,1.25,1,1.25,1.25,2022-06-15
Processed,VJ300320692,EB Public Library,EB Public Library x1380,CheezIt - Original,Food,15256834025,2022-06-15,Credit,124,1.25,1,124,1.25,1,1.25,1.25,2022-06-15
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Oreo Single Server 6 ct,Food,15256836640,2022-06-15,Credit,138,2.0,1,138,2.0,1,2.0,2.0,2022-06-15
Processed,VJ300320692,EB Public Library,EB Public Library x1380,CheezIt - Double Cheese,Food,15256903824,2022-06-15,Cash,123,1.25,1,123,1.25,1,1.25,1.25,2022-06-15
Processed,VJ300320692,EB Public Library,EB Public Library x1380,CheezIt - Double Cheese,Food,15256904775,2022-06-15,Cash,123,1.25,1,123,1.25,1,1.25,1.25,2022-06-15
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Goldfish Baked - Cheddar,Food,15256910085,2022-06-15,Cash,122,1.25,1,122,1.25,1,1.25,1.25,2022-06-15
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,15257006918,2022-06-15,Cash,141,1.5,1,141,1.5,1,1.5,1.5,2022-06-15
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,15257008522,2022-06-15,Cash,140,1.5,1,140,1.5,1,1.5,1.5,2022-06-15
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,15257021316,2022-06-15,Cash,140,1.5,1,140,1.5,1,1.5,1.5,2022-06-15
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,15257497629,2022-06-15,Cash,140,1.5,1,140,1.5,1,1.5,1.5,2022-06-15
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,15257572342,2022-06-15,Cash,136,2.5,1,136,2.5,1,2.5,2.5,2022-06-15
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Chesters Fries Flaming hot,Food,15257572598,2022-06-15,Cash,111,1.5,1,111,1.5,1,1.5,1.5,2022-06-15
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,15257572568,2022-06-15,Cash,136,2.5,1,136,2.5,1,2.5,2.5,2022-06-15
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,15257574840,2022-06-15,Cash,140,1.5,1,140,1.5,1,1.5,1.5,2022-06-15
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,15257984306,2022-06-16,Cash,140,1.5,1,140,1.5,1,1.5,1.5,2022-06-15
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,15258216686,2022-06-16,Cash,144,3.0,1,144,3.0,1,3.0,3.0,2022-06-16
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,15258609217,2022-06-16,Credit,140,1.5,1,140,1.5,1,1.5,1.5,2022-06-16
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Carbonated,15258825371,2022-06-16,Credit,148,3.0,1,148,3.0,1,3.0,3.0,2022-06-16
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Carbonated,15259033739,2022-06-16,Cash,148,3.0,1,148,3.0,1,3.0,3.0,2022-06-16
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Harvest Cheddar,Food,15259182590,2022-06-16,Cash,110,1.5,1,110,1.5,1,1.5,1.5,2022-06-16
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15259360868,2022-06-16,Credit,142,1.5,1,142,1.5,1,1.5,1.5,2022-06-16
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15259890851,2022-06-16,Credit,142,1.5,1,142,1.5,1,1.5,1.5,2022-06-16
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Autumns Granola Bar - Cinnamon Almond,Food,15260218300,2022-06-16,Credit,130,2.0,1,130,2.0,1,2.0,2.0,2022-06-16
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Miss Vickie's Potato Chip - Jalapeno,Food,15260195032,2022-06-16,Cash,113,1.5,1,113,1.5,1,1.5,1.5,2022-06-16
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,15261090230,2022-06-16,Credit,136,2.5,1,136,2.5,1,2.5,2.5,2022-06-16
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,15261094479,2022-06-16,Cash,138,2.0,1,138,2.0,1,2.0,2.0,2022-06-16
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,15261101052,2022-06-16,Cash,138,2.0,1,138,2.0,1,2.0,2.0,2022-06-16
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Poland Springs Water,Water,15261107711,2022-06-16,Cash,144,1.5,1,144,1.5,1,1.5,1.5,2022-06-16
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Poland Springs Water,Water,15261200097,2022-06-16,Cash,144,1.5,1,144,1.5,1,1.5,1.5,2022-06-16
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,KitKat - Crisp Wafers,Food,15261202810,2022-06-16,Cash,136,1.75,1,136,1.75,1,1.75,1.75,2022-06-16
Processed,VJ300320692,EB Public Library,EB Public Library x1380,V8 Vegetable Juice - Original,Non Carbonated,15261306598,2022-06-16,Credit,141,2.0,1,141,2.0,1,2.0,2.0,2022-06-16
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Autumns Granola Bar - Cinnamon Almond,Food,15261415153,2022-06-16,Credit,130,2.0,1,130,2.0,1,2.0,2.0,2022-06-16
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,15261446063,2022-06-16,Cash,131,2.0,1,131,2.0,1,2.0,2.0,2022-06-16
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Goldfish Baked - Cheddar,Food,15261613275,2022-06-16,Cash,122,1.25,1,122,1.25,1,1.25,1.25,2022-06-16
Processed,VJ300320692,EB Public Library,EB Public Library x1380,CheezIt - Double Cheese,Food,15261622403,2022-06-16,Cash,123,1.25,1,123,1.25,1,1.25,1.25,2022-06-16
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale & Lemonde,Unknown,15261797756,2022-06-16,Cash,141,2.0,1,141,2.0,1,2.0,2.0,2022-06-16
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Coca Cola - Zero Sugar,Carbonated,15262005311,2022-06-16,Credit,140,1.5,1,140,1.5,1,1.5,1.5,2022-06-16
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos Flaming Hot Limon Crunchy,Food,15262133938,2022-06-16,Cash,112,2.0,1,112,2.0,1,2.0,2.0,2022-06-16
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Tea - Raspberry,Non Carbonated,15262134210,2022-06-16,Cash,147,2.5,1,147,2.5,1,2.5,2.5,2022-06-16
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Oreo Mini,Food,15262239952,2022-06-16,Credit,121,1.5,1,121,1.5,1,1.5,1.5,2022-06-16
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - Sea Salt,Food,15262366062,2022-06-16,Cash,111,1.5,1,111,1.5,1,1.5,1.5,2022-06-16
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - Sea Salt,Food,15262388489,2022-06-16,Cash,111,1.5,1,111,1.5,1,1.5,1.5,2022-06-16
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - Sea Salt,Food,15262390270,2022-06-16,Cash,111,1.5,1,111,1.5,1,1.5,1.5,2022-06-16
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - Sea Salt,Food,15262391485,2022-06-16,Cash,111,1.5,1,111,1.5,1,1.5,1.5,2022-06-16
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,15262418597,2022-06-16,Cash,141,1.5,1,141,1.5,1,1.5,1.5,2022-06-16
